d w z t
8 17 0 0
8 17 0 0
8 130 0 0
8 14 0 0
8 71 0 0
8 2 0 0
8 24 0 0
8 129 0 0
8 57 0 0
8 126 0 0
8 129 0 0
8 31 0 0
8 127 0 0
8 129 0 0
8 54 0 0
8 77 0 0
8 14 0 0
8 109 0 0
8 2 0 0
8 24 0 0
8 13 0 0
8 94 0 0
8 52 0 0
8 71 0 0
8 14 0 0
8 24 0 0
8 21 0 0
8 128 0 0
8 82 0 0
8 9 0 0
8 125 0 0
8 18 0 0
8 24 0 0
8 57 0 0
8 88 0 0
8 2 0 0
8 9 0 0
8 13 0 0
8 121 0 0
8 51 0 0
8 14 0 0
8 81 0 0
8 1 0 0
8 14 0 0
8 123 0 0
8 54 0 0
8 36 0 0
13 37 0 0
13 44 0 0
13 2 0 0
13 53 0 0
13 88 0 0
13 10 0 0
13 1 0 0
13 60 0 0
13 127 0 0
13 142 0 0
13 143 0 0
13 33 0 0
13 41 0 0
13 30 0 0
13 39 0 0
13 72 0 0
13 75 0 0
13 14 0 0
13 4 0 0
13 85 0 0
13 142 0 0
13 139 0 0
13 33 0 0
13 57 0 0
13 88 0 0
13 25 0 0
13 37 0 0
13 2 0 0
13 63 0 0
13 4 0 0
13 109 0 0
13 54 0 0
13 2 0 0
13 1 0 0
13 37 0 0
13 14 0 0
13 57 0 0
13 14 0 0
13 88 0 0
13 14 0 0
13 85 0 0
13 144 0 0
13 56 0 0
13 14 0 0
13 1 0 0
13 17 0 0
13 60 0 0
13 17 0 0
13 9 0 0
13 59 0 0
13 17 0 0
13 126 0 0
13 141 0 0
13 78 0 0
13 14 0 0
13 9 0 0
13 14 0 0
13 14 0 0
13 95 0 0
13 1 0 0
13 40 0 0
12 14 0 0
12 12 0 0
12 140 0 0
12 37 0 0
12 37 0 0
12 124 0 0
12 125 0 0
12 39 0 0
12 29 0 0
12 138 0 0
12 21 0 0
12 24 0 0
12 2 0 0
12 1 0 0
12 4 0 0
12 41 0 0
12 2 0 0
12 13 0 0
12 21 0 0
12 54 0 0
12 125 0 0
12 80 0 0
12 121 0 0
12 1 0 0
12 120 0 0
12 109 0 0
12 1 0 0
12 139 0 0
18 2 0 0
18 133 0 0
18 13 0 0
18 133 0 0
18 2 0 0
18 133 0 0
18 161 0 0
18 144 0 0
18 36 0 0
18 138 0 0
18 14 0 0
18 2 0 0
18 136 0 0
18 99 0 0
18 9 0 0
18 2 0 0
18 36 0 0
18 51 0 0
18 23 0 0
18 40 0 0
18 2 0 0
18 71 0 0
18 129 0 0
18 133 0 0
18 2 0 0
18 157 0 0
18 41 0 0
18 21 0 0
18 161 0 0
18 10 0 0
18 17 0 0
18 133 0 0
18 117 0 0
18 117 0 0
18 17 0 0
18 4 0 0
18 130 0 0
18 13 0 0
18 15 0 0
18 11 0 0
18 49 0 0
18 114 0 0
18 1 0 0
18 109 0 0
18 21 0 0
18 118 0 0
18 130 0 0
18 1 0 0
18 2 0 0
18 23 0 0
18 31 0 0
18 109 0 0
18 133 0 0
18 22 0 0
18 23 0 0
18 14 0 0
18 22 0 0
18 13 0 0
18 160 0 0
18 51 0 0
18 13 0 0
18 14 0 0
18 50 0 0
18 22 0 0
18 141 0 0
18 4 0 0
18 9 0 0
18 160 0 0
18 21 0 0
18 2 0 0
18 25 0 0
18 36 0 0
18 45 0 0
18 1 0 0
18 65 0 0
18 21 0 0
18 37 0 0
18 24 0 0
18 157 0 0
18 47 0 0
18 136 0 0
18 121 0 0
5 97 1 0
5 14 1 0
5 20 1 0
5 59 1 0
5 17 1 0
5 65 1 0
5 99 1 0
5 94 1 0
5 93 1 0
5 9 1 0
5 14 1 0
5 2 1 0
5 20 1 0
5 24 1 0
5 95 1 0
5 63 1 0
5 95 1 0
5 17 1 0
5 1 1 0
5 92 1 0
5 14 1 0
5 1 1 0
5 100 1 0
5 2 1 0
5 96 1 0
5 67 1 0
5 58 1 0
5 50 1 0
5 35 1 0
5 2 1 0
5 14 1 0
5 74 1 0
5 90 1 0
5 9 1 0
5 98 1 0
5 66 1 0
5 2 1 0
5 40 1 0
5 57 1 0
5 69 1 0
5 99 1 0
5 34 1 0
5 91 1 0
17 101 1 0
17 63 1 0
17 2 1 0
17 14 1 0
17 1 1 0
17 47 1 0
17 63 1 0
17 79 1 0
17 159 1 0
17 1 1 0
17 4 1 0
17 63 1 0
17 20 1 0
17 1 1 0
17 99 1 0
17 7 1 0
17 3 2 1
17 143 1 0
17 68 1 0
17 129 1 0
17 84 1 0
17 63 1 0
17 36 1 0
17 66 1 0
17 31 2 1
17 110 1 0
17 17 1 0
17 24 1 0
19 53 1 0
19 43 1 0
19 2 1 0
19 2 1 0
19 129 1 0
19 101 1 0
19 19 1 0
19 1 1 0
19 26 1 0
19 4 1 0
19 47 1 0
19 121 1 0
19 63 1 0
19 67 1 0
19 17 1 0
19 1 1 0
19 41 1 0
19 83 1 0
19 1 1 0
19 121 1 0
19 159 1 0
19 124 1 0
4 90 2 1
4 1 0 0
4 20 0 0
4 86 0 0
4 86 0 0
4 14 0 0
4 4 0 0
4 41 2 1
4 24 0 0
4 88 0 0
4 23 0 0
4 9 0 0
4 36 0 0
4 2 0 0
4 36 2 1
4 17 0 0
4 2 0 0
4 44 0 0
4 37 0 0
4 37 0 0
4 3 0 0
4 14 0 0
4 89 0 0
4 87 2 1
4 33 0 0
4 9 0 0
4 22 0 0
4 81 0 0
4 23 0 0
4 17 0 0
4 57 0 0
4 54 0 0
4 22 0 0
4 61 0 0
6 98 1 0
6 84 1 0
6 1 1 0
6 106 1 0
6 2 1 0
6 11 1 0
6 105 1 0
6 14 1 0
6 1 1 0
6 62 1 0
6 62 1 0
6 1 1 0
6 40 1 0
6 64 1 0
6 14 0 1
6 93 1 0
6 4 1 0
6 41 1 0
6 1 1 0
6 64 1 0
6 57 1 0
6 106 1 0
6 104 1 0
6 24 1 0
6 1 1 0
6 2 1 0
6 103 1 0
6 102 1 0
6 101 1 0
6 4 1 0
6 99 1 0
6 103 1 0
6 1 1 0
6 41 1 0
9 47 1 0
9 1 1 0
9 54 1 0
9 77 1 0
9 26 1 0
9 17 1 0
9 132 1 0
9 126 1 0
9 132 1 0
9 62 1 0
9 1 1 0
9 1 1 0
9 14 1 0
9 17 1 0
9 2 1 0
9 120 1 0
9 14 1 0
9 2 1 0
9 66 1 0
9 54 1 0
9 63 1 0
9 9 1 0
9 77 1 0
9 120 1 0
9 131 1 0
9 108 1 0
9 2 1 0
9 103 1 0
9 97 1 0
9 44 1 0
9 14 1 0
9 24 1 0
9 71 1 0
9 44 1 0
9 64 1 0
9 17 1 0
9 43 1 0
9 14 1 0
9 133 1 0
9 133 1 0
9 73 1 0
9 40 1 0
9 41 1 0
9 121 1 0
9 92 1 0
9 1 1 0
9 14 1 0
9 63 1 0
9 100 1 0
9 61 1 0
9 63 1 0
9 36 1 0
9 61 1 0
9 25 1 0
9 1 1 0
9 123 1 0
9 131 1 0
9 14 1 0
9 121 1 0
0 18 0 0
0 22 0 0
0 22 0 0
0 15 0 0
0 10 0 0
0 8 0 0
0 1 0 0
0 5 0 0
0 9 0 0
0 19 0 0
0 9 0 0
0 4 0 0
0 6 0 0
0 12 0 0
0 6 0 0
0 23 0 0
0 0 0 0
0 14 0 0
0 19 0 0
0 2 0 0
0 21 0 0
0 16 0 0
0 7 0 0
0 14 0 0
0 9 0 0
0 21 0 0
0 14 0 0
0 23 0 0
0 14 0 0
0 13 0 0
0 14 0 0
0 3 0 0
0 8 0 0
0 17 0 0
0 11 0 0
0 20 0 0
0 1 0 0
2 59 0 0
2 53 0 0
2 2 0 0
2 13 0 0
2 54 0 0
2 1 0 0
2 58 0 0
2 51 0 0
2 60 0 0
2 14 0 0
2 24 0 0
2 17 0 0
2 2 0 0
2 1 0 0
2 28 0 0
2 61 0 0
2 17 0 0
2 14 0 0
2 61 0 0
2 57 0 0
2 55 0 0
2 4 0 0
2 0 0 0
2 56 0 0
2 50 0 0
2 2 0 0
2 21 0 0
2 40 0 0
2 52 0 0
1 4 0 0
1 40 0 0
1 30 0 0
1 38 0 0
1 2 0 0
1 2 0 0
1 12 0 0
1 44 0 0
1 21 0 0
1 33 0 0
1 29 0 0
1 1 0 0
1 27 0 0
1 49 0 0
1 12 0 0
1 14 0 0
1 46 0 0
1 24 0 0
1 36 0 0
1 31 0 0
1 4 0 0
1 28 0 0
1 21 0 0
1 2 0 0
1 48 0 0
1 47 0 0
1 39 0 0
1 31 0 0
1 26 0 0
1 1 0 0
1 41 0 0
1 30 0 0
1 42 0 0
1 25 0 0
1 17 0 0
1 38 0 0
1 33 0 0
1 35 0 0
1 36 0 0
1 43 0 0
1 1 0 0
1 34 0 0
1 4 0 0
1 32 0 0
1 37 0 0
1 45 0 0
15 96 2 0
15 9 2 0
15 24 2 0
15 2 2 0
15 14 2 0
15 132 2 0
15 151 2 0
15 14 2 0
15 154 2 0
15 156 2 0
15 151 2 0
15 80 2 0
15 151 2 0
15 152 2 0
15 152 2 0
15 17 2 0
15 4 2 0
15 155 2 0
15 25 2 0
15 154 2 0
15 101 2 0
15 4 2 0
15 156 2 0
15 155 2 0
15 37 2 0
15 153 2 0
15 87 2 0
15 36 2 0
15 2 2 0
15 36 2 0
15 24 2 0
15 1 2 0
15 132 2 0
15 26 2 0
15 121 2 0
15 25 2 0
15 14 2 0
15 41 2 0
15 153 2 0
15 150 2 0
15 107 2 0
15 150 2 0
15 39 2 0
15 88 2 0
15 2 2 0
15 36 2 0
15 121 2 0
7 2 1 0
7 119 0 1
7 64 1 0
7 122 1 0
7 14 1 0
7 111 1 0
7 114 1 0
7 14 1 0
7 118 1 0
7 116 1 0
7 62 1 0
7 9 1 0
7 39 1 0
7 105 1 0
7 16 1 0
7 107 1 0
7 1 1 0
7 108 1 0
7 39 1 0
7 1 1 0
7 1 1 0
7 110 1 0
7 14 1 0
7 115 1 0
7 124 1 0
7 39 1 0
7 73 1 0
7 54 1 0
7 117 0 1
7 123 1 0
7 113 1 0
7 109 1 0
7 40 1 0
7 31 1 0
7 112 1 0
7 39 1 0
7 41 1 0
7 1 1 0
7 25 1 0
7 122 1 0
7 71 1 0
7 80 1 0
7 9 1 0
7 111 1 0
7 120 1 0
7 40 1 0
7 2 1 0
7 121 1 0
7 44 1 0
7 2 1 0
16 11 0 0
16 146 0 0
16 4 0 0
16 24 0 0
16 102 0 0
16 1 0 0
16 9 0 0
16 158 0 0
16 84 0 0
16 2 0 0
16 158 0 0
16 2 0 0
16 23 0 0
16 99 0 0
16 135 0 0
16 121 0 0
16 134 0 0
16 43 0 0
16 99 0 0
16 149 0 0
16 88 0 0
16 88 0 0
16 137 0 0
16 157 0 0
16 14 0 0
16 143 0 0
16 22 0 0
16 37 0 0
16 144 0 0
16 95 0 0
16 88 0 0
16 99 0 0
16 31 0 0
16 27 0 0
16 24 0 0
16 14 0 0
16 37 0 0
16 17 0 0
16 37 0 0
16 1 0 0
16 120 0 0
16 126 0 0
16 17 0 0
16 5 0 0
16 9 0 0
16 91 0 0
16 1 0 0
3 79 1 0
3 2 1 0
3 40 1 0
3 85 1 0
3 68 1 0
3 44 1 0
3 64 1 0
3 78 1 0
3 33 0 1
3 82 1 0
3 65 1 0
3 37 0 1
3 1 1 0
3 25 1 0
3 85 1 0
3 2 1 0
3 47 1 0
3 71 1 0
3 17 1 0
3 75 1 0
3 14 1 0
3 81 0 1
3 40 1 0
3 83 1 0
3 24 1 0
3 67 1 0
3 17 1 0
3 63 1 0
3 80 1 0
3 73 1 0
3 76 1 0
3 84 1 0
3 47 1 0
3 1 1 0
3 70 1 0
3 15 1 0
3 69 1 0
3 14 1 0
3 9 1 0
3 9 1 0
3 1 1 0
3 74 1 0
3 14 1 0
3 59 1 0
3 30 1 0
3 77 1 0
3 66 1 0
3 20 1 0
3 4 1 0
3 2 1 0
3 62 1 0
3 55 1 0
3 72 1 0
3 71 1 0
3 53 1 0
