d w z t
7 89 2 1
7 80 2 1
7 20 0 0
7 93 2 1
7 57 2 1
7 10 0 0
7 6 0 0
7 10 0 0
7 73 0 0
7 99 2 1
7 106 0 0
7 98 0 0
7 72 2 1
7 12 0 0
7 82 0 0
7 78 2 1
7 48 0 0
7 1 2 1
7 48 0 0
7 101 2 1
7 19 2 1
7 104 0 0
7 105 2 1
7 1 0 0
7 85 2 1
7 0 0 0
7 71 0 0
7 17 0 0
7 1 0 0
7 17 2 1
7 2 0 0
7 72 2 1
7 67 2 1
7 31 0 0
7 100 0 0
7 68 2 1
7 7 0 0
7 97 2 1
7 80 2 1
7 12 2 1
7 71 0 0
5 87 2 1
5 20 0 0
5 0 0 0
5 47 2 1
5 86 2 1
5 77 2 1
5 35 2 1
5 77 2 1
5 32 0 0
5 1 2 1
5 41 2 1
5 17 2 1
5 83 0 0
5 1 0 0
5 32 2 1
5 80 2 1
5 78 2 1
5 0 0 0
5 17 0 0
5 82 0 0
5 8 0 0
5 0 0 0
5 19 2 1
5 73 2 1
5 1 2 1
5 51 0 0
5 26 0 0
5 78 2 1
5 0 0 0
5 16 2 1
5 12 0 0
5 0 0 0
5 78 2 1
5 2 0 0
5 76 2 1
5 68 2 1
5 66 2 1
5 29 0 0
5 12 2 1
5 7 2 1
5 5 0 0
5 85 2 1
5 52 0 0
5 84 2 1
5 0 0 0
5 2 0 0
5 1 0 0
5 84 2 1
5 10 0 0
5 75 2 1
5 81 2 1
5 74 2 1
5 0 0 0
5 88 0 0
5 47 2 1
5 79 2 1
0 10 0 0
0 12 0 0
0 0 0 0
0 6 0 0
0 3 0 0
0 9 0 0
0 16 0 0
0 14 0 0
0 7 0 0
0 1 0 0
0 0 0 0
0 17 0 0
0 18 0 0
0 9 0 0
0 4 0 0
0 9 0 0
0 5 0 0
0 1 0 0
0 17 0 0
0 12 0 0
0 2 0 0
0 13 0 0
0 7 0 1
0 3 0 0
0 8 0 0
0 3 0 0
0 11 0 0
0 7 0 0
0 17 0 0
0 15 0 0
4 12 2 1
4 0 1 0
4 13 1 0
4 67 2 1
4 71 1 0
4 64 1 0
4 70 2 1
4 1 2 1
4 63 1 0
4 71 1 0
4 17 1 0
4 65 1 0
4 48 1 0
4 61 1 0
4 69 1 0
4 68 1 0
4 35 2 1
4 0 1 0
4 17 2 1
4 61 1 0
4 8 1 0
4 62 1 0
4 0 1 0
4 10 1 0
4 35 2 1
4 5 1 0
4 44 2 1
4 64 1 0
4 23 2 1
4 26 2 1
4 71 1 0
4 66 2 1
4 72 2 1
6 57 2 0
6 87 2 0
6 74 2 0
6 48 2 0
6 1 2 0
6 76 2 0
6 35 2 0
6 90 2 0
6 48 2 0
6 17 2 0
6 36 2 0
6 92 2 0
6 29 2 0
6 17 2 0
6 76 2 0
6 17 2 0
6 55 2 0
6 89 2 0
6 29 2 0
6 12 2 0
6 14 2 0
6 17 2 0
6 65 2 0
6 70 2 0
6 43 2 0
6 78 2 0
6 95 2 0
6 0 2 0
6 91 2 0
6 91 2 0
6 96 2 0
6 39 2 0
6 76 2 0
6 48 2 0
6 94 2 0
6 1 2 0
6 40 2 0
6 12 2 0
6 96 2 0
6 93 2 0
6 1 2 0
13 113 2 0
13 1 2 0
13 0 2 0
13 14 2 0
13 67 2 0
13 90 2 0
13 57 2 0
13 17 2 0
13 72 2 0
13 3 2 0
13 0 2 0
13 76 2 0
13 47 2 0
13 54 2 0
13 17 2 0
13 106 2 0
13 105 2 0
13 105 2 0
17 54 1 0
17 3 1 0
17 17 1 0
17 12 1 0
17 16 1 0
17 123 1 0
17 122 1 0
17 1 1 0
17 134 1 0
17 17 1 0
17 64 1 0
17 62 1 0
17 0 1 0
17 137 1 0
17 3 1 0
17 48 1 0
17 80 1 0
17 86 1 0
17 126 1 0
17 2 1 0
17 81 1 0
17 17 1 0
17 48 1 0
17 25 1 0
17 47 1 0
17 3 1 0
17 44 1 0
17 81 1 0
17 137 1 0
17 62 1 0
17 80 1 0
17 63 1 0
17 86 1 0
17 117 1 0
17 119 1 0
17 86 1 0
17 137 1 0
17 136 1 0
17 61 1 0
17 63 1 0
17 10 1 0
17 25 1 0
17 0 1 0
17 58 1 0
17 0 1 0
17 1 1 0
17 0 1 0
18 1 0 0
18 17 0 0
18 17 0 0
18 0 0 0
18 9 0 0
18 48 0 0
18 2 0 0
18 0 0 0
18 55 0 0
18 12 0 0
18 132 0 0
18 3 0 0
18 0 0 0
18 52 0 0
18 100 0 0
18 93 0 0
18 19 0 0
18 5 0 0
18 135 0 0
18 136 0 0
18 1 0 0
18 7 0 0
18 10 0 0
18 100 0 0
18 26 0 0
18 3 0 0
18 73 0 0
18 48 0 0
18 48 0 0
18 138 0 0
18 48 0 0
18 20 0 0
18 48 0 0
18 102 0 0
18 138 0 0
18 23 0 0
18 98 0 0
18 7 0 0
18 17 0 0
18 1 0 0
18 85 0 0
18 10 0 0
18 7 0 0
18 12 0 0
18 98 0 0
18 51 0 0
18 17 0 0
18 14 0 0
18 0 0 0
18 34 0 0
18 17 0 0
18 106 0 0
18 138 0 0
18 121 0 0
18 17 0 0
18 94 0 0
3 53 1 0
3 56 1 0
3 62 1 0
3 7 0 1
3 1 1 0
3 1 1 0
3 58 1 0
3 0 1 0
3 10 1 0
3 54 1 0
3 61 1 0
3 58 1 0
3 13 1 0
3 32 1 0
3 57 1 0
3 63 1 0
3 2 1 0
3 25 1 0
3 55 1 0
3 10 1 0
3 0 1 0
3 63 1 0
3 9 1 0
3 59 1 0
3 16 1 0
3 62 1 0
3 61 1 0
3 3 1 0
3 52 1 0
3 2 0 2
3 0 1 0
3 1 1 0
3 7 1 0
3 48 1 0
3 60 1 0
3 0 1 0
3 8 1 0
3 51 1 0
2 47 3 0
2 43 3 0
2 2 3 0
2 50 3 0
2 44 3 0
2 1 3 0
2 38 3 0
2 1 3 0
2 35 3 0
2 0 1 1
2 49 3 0
2 46 3 0
2 38 3 0
2 40 3 0
2 42 3 0
2 7 3 0
2 40 3 0
2 36 3 0
2 3 3 0
2 48 3 0
2 35 3 0
2 45 3 0
2 5 3 0
2 41 3 0
2 34 3 0
2 9 3 0
2 25 3 0
2 40 3 0
2 37 3 0
2 3 3 0
2 37 3 0
2 17 3 0
2 49 3 0
2 50 3 0
2 39 3 0
2 2 3 0
2 12 3 0
2 42 3 0
2 45 3 0
2 1 3 0
2 47 3 0
2 43 3 0
2 38 3 0
2 46 3 0
2 17 3 0
2 17 3 0
10 122 0 0
10 48 0 0
10 10 0 0
10 25 0 0
10 53 0 0
10 99 0 0
10 12 0 0
10 22 0 0
10 2 0 0
10 19 0 0
10 0 0 0
10 1 0 0
10 17 0 0
10 121 0 0
10 5 0 0
10 2 0 0
10 1 0 0
10 17 0 0
10 120 0 0
10 55 0 0
10 98 0 0
10 17 0 0
10 17 0 0
10 104 0 0
10 20 0 0
10 28 0 0
10 12 0 0
10 21 0 0
16 77 1 0
16 1 1 0
16 32 1 0
16 44 1 0
16 62 1 0
16 17 1 0
16 86 1 0
16 48 1 0
16 135 1 0
16 18 1 0
16 0 1 0
16 129 1 0
16 2 1 0
16 63 1 0
16 53 1 0
16 47 1 0
12 90 2 0
12 0 2 0
12 110 2 0
12 21 2 0
12 81 2 0
12 108 2 0
12 1 2 0
12 60 2 0
12 7 2 0
12 29 2 0
12 48 2 0
12 9 2 0
12 7 2 0
12 48 2 0
12 127 2 0
12 102 2 0
12 7 2 0
12 107 0 1
12 40 2 0
12 1 2 0
12 32 2 0
12 73 2 0
12 73 2 0
12 97 2 0
12 128 2 0
12 0 2 0
12 12 2 0
12 74 2 0
15 0 0 0
15 1 0 0
15 1 0 0
15 1 0 0
15 32 0 0
15 20 0 0
15 0 0 0
15 20 0 0
15 64 0 0
15 128 0 0
15 17 0 0
15 3 0 0
15 128 0 0
15 19 0 0
15 51 0 0
15 52 0 0
15 0 0 0
15 7 0 0
15 48 0 0
15 0 0 0
15 48 0 0
15 0 0 0
15 7 0 0
15 71 0 0
15 9 0 0
15 134 0 0
15 19 0 0
15 64 0 0
15 34 0 0
15 0 0 0
8 1 1 0
8 0 1 0
8 48 1 0
8 17 1 0
8 108 1 0
8 1 1 0
8 10 1 0
8 107 1 0
8 68 1 0
8 81 1 0
8 112 1 0
8 69 1 0
8 0 1 0
8 9 1 0
8 27 1 0
8 80 1 0
8 59 1 0
8 9 1 0
8 2 1 0
8 110 1 0
8 109 1 0
8 61 1 0
8 0 1 0
8 48 1 0
8 111 1 0
8 106 1 0
8 32 1 0
8 58 1 0
8 1 1 0
8 109 1 0
8 47 1 0
8 1 1 0
8 110 1 0
8 81 1 0
8 25 1 0
8 71 1 0
8 80 1 0
8 81 1 0
8 62 1 0
8 61 1 0
8 111 1 0
8 63 1 0
8 7 1 0
8 106 1 0
8 68 1 0
8 89 1 0
8 112 1 0
8 0 1 0
8 0 1 0
8 10 1 0
1 30 0 0
1 0 0 0
1 0 0 0
1 31 0 0
1 24 0 0
1 24 0 0
1 21 0 0
1 33 0 0
1 0 0 0
1 5 0 0
1 32 0 0
1 20 0 0
1 28 0 0
1 26 0 0
1 22 0 0
1 1 0 0
1 17 0 0
1 15 0 0
1 0 0 0
1 1 0 0
1 27 0 0
1 19 0 0
1 33 0 0
1 2 0 0
1 10 0 0
1 0 0 0
1 20 0 0
1 3 0 0
1 25 0 0
1 0 0 0
1 19 0 0
1 3 0 0
1 23 0 0
1 17 0 0
1 25 0 0
1 13 0 0
1 29 0 0
